date,rain,temp,humidity,wind,pressure,tmax,q,weather_model,flow_source,r3,r7,qp,rp,tp,wp,severity,location_id,district
2016-02-10,0.100000,29.425000,71.291667,10.200000,1010.816667,34.600000,1.690000,ERA5,GloFAS v4 consolidated,1.200000,1.200000,32.797428,49.517685,66.237942,32.154341,0,hanwella,Colombo
2016-02-11,0.000000,29.308333,69.291667,10.000000,1010.758333,35.100000,1.640000,ERA5,GloFAS v4 consolidated,1.200000,1.200000,30.707395,49.517685,76.848875,28.617363,0,hanwella,Colombo
2016-02-12,0.000000,29.391667,63.750000,13.300000,1010.254167,35.500000,1.590000,ERA5,GloFAS v4 consolidated,0.100000,1.200000,29.421222,20.739550,84.244373,66.881029,0,hanwella,Colombo
2016-02-13,0.200000,29.466667,65.458333,8.700000,1010.712500,34.300000,1.550000,ERA5,GloFAS v4 consolidated,0.200000,1.400000,28.135048,25.562701,59.003215,12.700965,0,hanwella,Colombo
2016-02-14,0.000000,29.829167,65.500000,8.800000,1010.762500,35.100000,1.500000,ERA5,GloFAS v4 consolidated,0.200000,1.400000,25.723473,25.562701,76.848875,14.469453,0,hanwella,Colombo
2016-02-15,10.700000,28.033333,78.541667,10.400000,1011.775000,33.600000,1.820000,ERA5,GloFAS v4 consolidated,10.900000,12.100000,40.032154,83.762058,43.247588,34.405145,0,hanwella,Colombo
2016-02-16,2.400000,28.333333,68.958333,16.300000,1011.125000,33.500000,2.210000,ERA5,GloFAS v4 consolidated,13.100000,13.400000,52.733119,86.977492,40.836013,86.173633,0,hanwella,Colombo
2016-02-17,2.600000,28.837500,74.750000,15.300000,1010.308333,33.000000,2.210000,ERA5,GloFAS v4 consolidated,15.700000,15.900000,52.733119,88.906752,31.350482,80.707395,0,hanwella,Colombo
2016-02-18,4.000000,28.729167,76.958333,6.900000,1011.062500,33.100000,2.360000,ERA5,GloFAS v4 consolidated,9.000000,19.900000,60.289389,81.832797,33.762058,1.125402,0,hanwella,Colombo
2016-02-19,4.200000,28.616667,78.500000,9.200000,1012.870833,34.400000,2.520000,ERA5,GloFAS v4 consolidated,10.800000,24.100000,66.720257,83.440514,62.218650,18.488746,0,hanwella,Colombo
2016-02-20,2.900000,27.887500,79.666667,9.400000,1013.516667,32.900000,2.530000,ERA5,GloFAS v4 consolidated,11.100000,26.800000,67.363344,84.083601,28.295820,21.061093,0,hanwella,Colombo
2016-02-21,0.000000,29.629167,70.916667,7.900000,1012.220833,35.400000,2.560000,ERA5,GloFAS v4 consolidated,7.100000,26.800000,68.327974,78.778135,81.993569,5.948553,0,hanwella,Colombo
2016-02-22,0.000000,30.233333,68.958333,9.100000,1012.529167,36.000000,2.420000,ERA5,GloFAS v4 consolidated,2.900000,16.100000,62.540193,66.237942,90.836013,17.202572,0,hanwella,Colombo
2016-02-23,0.600000,28.937500,75.708333,12.600000,1012.091667,34.000000,2.300000,ERA5,GloFAS v4 consolidated,0.600000,14.300000,57.556270,37.781350,50.964630,60.289389,0,hanwella,Colombo
2016-02-24,0.000000,29.712500,70.708333,7.300000,1011.237500,34.600000,2.210000,ERA5,GloFAS v4 consolidated,0.600000,11.700000,52.733119,37.781350,66.237942,2.250804,0,hanwella,Colombo
2016-02-25,4.900000,28.558333,77.958333,11.200000,1011.650000,33.900000,2.220000,ERA5,GloFAS v4 consolidated,5.500000,12.600000,54.180064,75.562701,48.553055,43.247588,0,hanwella,Colombo
2016-02-26,0.000000,29.666667,67.625000,6.600000,1011.783333,34.800000,2.390000,ERA5,GloFAS v4 consolidated,4.900000,8.400000,61.254019,73.794212,70.900322,0.803859,0,hanwella,Colombo
2016-02-27,0.800000,29.625000,67.958333,9.300000,1012.550000,35.400000,2.300000,ERA5,GloFAS v4 consolidated,5.700000,6.300000,57.556270,76.045016,81.993569,19.614148,0,hanwella,Colombo
2016-02-28,0.400000,30.358333,65.083333,8.700000,1013.508333,36.900000,2.210000,ERA5,GloFAS v4 consolidated,1.200000,6.700000,52.733119,49.517685,98.231511,12.700965,1,hanwella,Colombo
2016-02-29,3.200000,29.879167,67.916667,7.700000,1012.895833,36.600000,2.130000,ERA5,GloFAS v4 consolidated,4.400000,9.900000,49.839228,71.221865,94.372990,4.501608,0,hanwella,Colombo
2016-03-01,2.000000,30.108333,66.875000,11.100000,1011.550000,36.400000,2.130000,ERA5,GloFAS v4 consolidated,5.600000,11.300000,57.184751,59.824047,93.401760,50.293255,0,hanwella,Colombo
2016-03-02,0.600000,30.612500,62.458333,8.000000,1011.558333,36.900000,2.050000,ERA5,GloFAS v4 consolidated,5.800000,11.900000,55.571848,60.997067,97.067449,14.809384,1,hanwella,Colombo
2016-03-03,1.900000,30.654167,62.291667,10.800000,1011.962500,36.900000,1.990000,ERA5,GloFAS v4 consolidated,4.500000,8.900000,53.812317,53.225806,97.067449,46.627566,1,hanwella,Colombo
2016-03-04,2.100000,30.475000,67.750000,7.900000,1010.895833,36.500000,1.940000,ERA5,GloFAS v4 consolidated,4.600000,11.000000,52.492669,53.958944,93.988270,13.343109,0,hanwella,Colombo
2016-03-05,2.000000,30.204167,70.416667,10.500000,1010.316667,36.000000,1.900000,ERA5,GloFAS v4 consolidated,6.000000,12.200000,51.906158,61.583578,88.709677,42.668622,0,hanwella,Colombo
2016-03-06,1.400000,29.820833,73.833333,14.800000,1009.958333,34.300000,1.860000,ERA5,GloFAS v4 consolidated,5.500000,13.200000,51.173021,58.944282,56.011730,90.029326,0,hanwella,Colombo
2016-03-07,1.200000,29.812500,73.208333,13.600000,1009.787500,35.300000,1.810000,ERA5,GloFAS v4 consolidated,4.600000,11.200000,50.586510,53.958944,77.419355,81.085044,0,hanwella,Colombo
2016-03-08,2.000000,29.045833,79.375000,9.700000,1009.975000,33.700000,1.780000,ERA5,GloFAS v4 consolidated,4.600000,11.200000,49.706745,53.958944,36.217009,31.964809,0,hanwella,Colombo
2016-03-09,0.000000,29.808333,75.916667,9.300000,1010.750000,34.500000,1.750000,ERA5,GloFAS v4 consolidated,3.200000,10.600000,48.533724,43.695015,59.970674,27.712610,0,hanwella,Colombo
2016-03-10,1.200000,30.158333,76.833333,8.300000,1011.133333,34.700000,1.720000,ERA5,GloFAS v4 consolidated,3.200000,9.900000,47.360704,43.695015,65.395894,18.035191,0,hanwella,Colombo
2016-03-11,2.900000,29.866667,77.000000,10.400000,1011.416667,34.900000,1.770000,ERA5,GloFAS v4 consolidated,4.100000,10.700000,49.120235,50.293255,69.941349,41.055718,0,hanwella,Colombo
2016-03-12,1.700000,29.683333,77.083333,12.900000,1011.608333,33.900000,1.800000,ERA5,GloFAS v4 consolidated,5.800000,10.400000,50.293255,60.997067,42.228739,71.260997,0,hanwella,Colombo
2016-03-13,0.500000,30.016667,74.583333,10.600000,1011.704167,34.500000,1.740000,ERA5,GloFAS v4 consolidated,5.100000,9.500000,47.947214,56.744868,59.970674,44.281525,0,hanwella,Colombo
2016-03-14,1.200000,30.141667,72.958333,13.500000,1011.350000,35.300000,1.690000,ERA5,GloFAS v4 consolidated,3.400000,9.500000,46.041056,45.454545,77.419355,79.472141,0,hanwella,Colombo
2016-03-15,0.600000,29.762500,71.291667,11.600000,1011.554167,34.800000,1.620000,ERA5,GloFAS v4 consolidated,2.300000,8.100000,43.988270,34.310850,67.302053,58.944282,0,hanwella,Colombo
2016-03-16,0.200000,30.166667,72.458333,12.900000,1010.979167,34.900000,1.590000,ERA5,GloFAS v4 consolidated,2.000000,8.300000,42.815249,29.765396,69.941349,71.260997,0,hanwella,Colombo
2016-03-17,0.000000,30.637500,71.375000,13.300000,1010.716667,36.000000,1.530000,ERA5,GloFAS v4 consolidated,0.800000,7.100000,39.442815,13.049853,88.709677,76.979472,0,hanwella,Colombo
2016-03-18,0.000000,30.979167,67.208333,13.300000,1010.075000,36.800000,1.500000,ERA5,GloFAS v4 consolidated,0.200000,4.200000,38.269795,4.398827,96.041056,76.979472,1,hanwella,Colombo
2016-03-19,2.100000,29.712500,72.375000,13.000000,1011.145833,33.900000,1.470000,ERA5,GloFAS v4 consolidated,2.100000,4.600000,36.803519,31.964809,42.228739,72.873900,0,hanwella,Colombo
2016-03-20,0.000000,30.379167,67.000000,13.300000,1010.929167,35.600000,1.440000,ERA5,GloFAS v4 consolidated,2.100000,4.100000,34.897361,31.964809,81.524927,76.979472,0,hanwella,Colombo
2016-03-21,0.000000,29.995833,69.000000,15.900000,1010.275000,34.600000,1.400000,ERA5,GloFAS v4 consolidated,2.100000,2.900000,33.724340,31.964809,62.903226,96.334311,1,hanwella,Colombo
2016-03-22,0.200000,30.412500,67.166667,14.800000,1009.725000,35.000000,1.380000,ERA5,GloFAS v4 consolidated,0.200000,2.500000,32.404692,4.398827,72.580645,90.029326,0,hanwella,Colombo
2016-03-23,0.000000,30.933333,66.041667,15.200000,1010.216667,35.900000,1.340000,ERA5,GloFAS v4 consolidated,0.200000,2.300000,30.791789,4.398827,85.630499,94.281525,0,hanwella,Colombo
2016-03-24,0.000000,31.266667,64.958333,14.400000,1011.570833,36.900000,1.310000,ERA5,GloFAS v4 consolidated,0.200000,2.300000,29.032258,4.398827,97.067449,86.656891,1,hanwella,Colombo
2016-03-25,0.100000,31.162500,64.958333,11.200000,1012.333333,36.800000,1.280000,ERA5,GloFAS v4 consolidated,0.100000,2.400000,26.832845,3.079179,96.041056,51.612903,1,hanwella,Colombo
2016-03-26,0.900000,31.345833,65.750000,13.400000,1011.683333,37.000000,1.250000,ERA5,GloFAS v4 consolidated,1.000000,1.200000,24.193548,15.835777,98.240469,78.152493,1,hanwella,Colombo
2016-03-27,3.600000,30.641667,70.166667,10.400000,1011.637500,36.000000,1.220000,ERA5,GloFAS v4 consolidated,4.600000,4.800000,21.114370,53.958944,88.709677,41.055718,0,hanwella,Colombo
2016-03-28,2.900000,28.941667,77.083333,10.900000,1011.700000,34.400000,1.220000,ERA5,GloFAS v4 consolidated,7.400000,7.700000,21.114370,68.475073,57.624633,47.800587,0,hanwella,Colombo
2016-03-29,6.000000,29.487500,73.833333,8.000000,1011.816667,35.900000,1.250000,ERA5,GloFAS v4 consolidated,12.500000,13.500000,24.193548,79.912023,85.630499,14.809384,0,hanwella,Colombo
2016-03-30,5.400000,28.337500,79.375000,9.800000,1012.333333,33.800000,1.280000,ERA5,GloFAS v4 consolidated,14.300000,18.900000,26.832845,82.844575,38.709677,33.724340,0,hanwella,Colombo
2016-03-31,0.500000,29.950000,73.666667,7.200000,1010.970833,34.400000,1.310000,ERA5,GloFAS v4 consolidated,11.900000,19.400000,29.032258,78.299120,57.624633,8.064516,0,hanwella,Colombo
2016-04-01,1.900000,29.225000,74.916667,12.100000,1009.829167,34.600000,1.340000,ERA5,GloFAS v4 consolidated,7.800000,21.200000,20.606061,38.787879,82.272727,60.757576,0,hanwella,Colombo
2016-04-02,0.000000,30.416667,69.958333,11.200000,1010.404167,35.600000,1.340000,ERA5,GloFAS v4 consolidated,2.400000,20.300000,20.606061,7.727273,94.393939,41.363636,0,hanwella,Colombo
2016-04-03,1.300000,30.662500,70.000000,13.000000,1011.454167,35.900000,1.310000,ERA5,GloFAS v4 consolidated,3.200000,18.000000,17.575758,11.666667,96.818182,72.272727,1,hanwella,Colombo
2016-04-04,1.000000,29.837500,73.208333,11.200000,1010.304167,34.300000,1.280000,ERA5,GloFAS v4 consolidated,2.300000,16.100000,15.757576,6.818182,76.363636,41.363636,0,hanwella,Colombo
2016-04-05,13.300000,29.516667,75.958333,14.100000,1010.437500,34.300000,1.440000,ERA5,GloFAS v4 consolidated,15.600000,23.400000,27.121212,67.272727,76.363636,82.121212,0,hanwella,Colombo
2016-04-06,0.500000,29.358333,76.708333,13.100000,1010.666667,34.100000,1.560000,ERA5,GloFAS v4 consolidated,14.800000,18.500000,32.727273,64.848485,72.727273,73.333333,0,hanwella,Colombo
2016-04-07,4.600000,29.312500,77.791667,9.600000,1009.895833,33.800000,1.560000,ERA5,GloFAS v4 consolidated,18.400000,22.600000,32.727273,75.909091,66.060606,18.333333,0,hanwella,Colombo
2016-04-08,0.700000,30.341667,74.375000,10.600000,1009.466667,34.600000,1.530000,ERA5,GloFAS v4 consolidated,5.800000,21.400000,31.515152,28.181818,82.272727,32.424242,0,hanwella,Colombo
2016-04-09,0.500000,30.154167,74.708333,11.000000,1010.529167,34.700000,1.470000,ERA5,GloFAS v4 consolidated,5.800000,21.900000,29.090909,28.181818,84.848485,38.030303,0,hanwella,Colombo
2016-04-10,2.600000,29.529167,76.791667,12.100000,1011.404167,34.500000,1.440000,ERA5,GloFAS v4 consolidated,3.800000,23.200000,27.121212,15.606061,79.393939,60.757576,0,hanwella,Colombo
2016-04-11,0.700000,30.362500,72.208333,10.900000,1010.625000,34.600000,1.400000,ERA5,GloFAS v4 consolidated,3.800000,22.900000,25.151515,15.606061,82.272727,36.818182,0,hanwella,Colombo
2016-04-12,1.900000,30.641667,74.500000,13.700000,1009.583333,34.700000,1.400000,ERA5,GloFAS v4 consolidated,5.200000,11.500000,25.151515,22.424242,84.848485,79.242424,0,hanwella,Colombo
2016-04-13,0.600000,31.108333,74.791667,13.200000,1007.862500,35.000000,1.400000,ERA5,GloFAS v4 consolidated,3.200000,11.600000,25.151515,11.666667,89.393939,73.787879,0,hanwella,Colombo
2016-04-14,2.300000,30.150000,77.875000,15.800000,1008.391667,34.500000,1.380000,ERA5,GloFAS v4 consolidated,4.800000,9.300000,23.030303,20.151515,79.393939,95.151515,1,hanwella,Colombo
2016-04-15,1.500000,30.625000,75.375000,11.500000,1009.454167,35.900000,1.340000,ERA5,GloFAS v4 consolidated,4.400000,10.100000,20.606061,18.484848,96.818182,48.939394,1,hanwella,Colombo
2016-04-16,1.700000,30.079167,76.208333,13.300000,1009.366667,34.600000,1.310000,ERA5,GloFAS v4 consolidated,5.500000,11.300000,17.575758,25.000000,82.272727,74.848485,0,hanwella,Colombo
2016-04-17,7.500000,29.550000,78.958333,11.600000,1008.925000,34.700000,1.340000,ERA5,GloFAS v4 consolidated,10.700000,16.200000,20.606061,54.393939,84.848485,51.666667,0,hanwella,Colombo
2016-04-18,1.300000,30.433333,75.708333,12.600000,1008.770833,34.700000,1.400000,ERA5,GloFAS v4 consolidated,10.500000,16.800000,25.151515,53.484848,84.848485,67.878788,0,hanwella,Colombo
2016-04-19,9.600000,28.750000,82.375000,12.400000,1009.712500,34.200000,1.470000,ERA5,GloFAS v4 consolidated,18.400000,24.500000,29.090909,75.909091,74.848485,64.545455,0,hanwella,Colombo
2016-04-20,4.000000,28.512500,81.916667,10.800000,1010.783333,34.000000,1.560000,ERA5,GloFAS v4 consolidated,14.900000,27.900000,32.727273,65.454545,70.303030,35.454545,0,hanwella,Colombo
2016-04-21,3.400000,29.275000,80.625000,11.800000,1010.404167,34.000000,1.560000,ERA5,GloFAS v4 consolidated,17.000000,29.000000,32.727273,71.969697,70.303030,55.151515,0,hanwella,Colombo
2016-04-22,0.600000,30.045833,79.541667,12.200000,1009.600000,33.900000,1.530000,ERA5,GloFAS v4 consolidated,8.000000,28.100000,31.515152,40.151515,68.333333,62.424242,0,hanwella,Colombo
2016-04-23,1.500000,30.020833,81.250000,17.400000,1008.312500,33.400000,1.500000,ERA5,GloFAS v4 consolidated,5.500000,27.900000,30.606061,25.000000,56.969697,98.333333,1,hanwella,Colombo
2016-04-24,1.700000,30.441667,76.333333,15.800000,1006.970833,33.700000,1.470000,ERA5,GloFAS v4 consolidated,3.800000,22.100000,29.090909,15.606061,63.939394,95.151515,1,hanwella,Colombo
2016-04-25,1.400000,30.841667,72.666667,13.000000,1007.812500,34.600000,1.440000,ERA5,GloFAS v4 consolidated,4.600000,22.200000,27.121212,19.242424,82.272727,72.272727,0,hanwella,Colombo
2016-04-26,7.400000,29.358333,76.291667,15.100000,1009.337500,34.000000,1.400000,ERA5,GloFAS v4 consolidated,10.500000,20.000000,25.151515,53.484848,70.303030,92.121212,0,hanwella,Colombo
2016-04-27,5.000000,29.929167,75.750000,9.900000,1008.712500,35.000000,1.440000,ERA5,GloFAS v4 consolidated,13.800000,21.000000,27.121212,62.575758,89.393939,21.515152,0,hanwella,Colombo
2016-04-28,3.500000,29.487500,78.750000,10.600000,1008.720833,34.000000,1.530000,ERA5,GloFAS v4 consolidated,15.900000,21.100000,31.515152,68.939394,70.303030,32.424242,0,hanwella,Colombo
2016-04-29,0.500000,30.250000,74.541667,8.700000,1009.137500,35.100000,1.500000,ERA5,GloFAS v4 consolidated,9.000000,21.000000,30.606061,45.000000,90.606061,10.303030,0,hanwella,Colombo
2016-04-30,27.600000,28.241667,82.625000,12.100000,1009.666667,33.700000,1.690000,ERA5,GloFAS v4 consolidated,31.600000,47.100000,34.393939,89.848485,63.939394,60.757576,0,hanwella,Colombo
2016-05-01,6.100000,28.641667,84.000000,9.200000,1009.191667,33.200000,1.900000,ERA5,GloFAS v4 consolidated,34.200000,51.500000,2.492669,62.609971,94.428152,7.184751,0,hanwella,Colombo
2016-05-02,5.000000,29.087500,83.000000,11.600000,1009.291667,33.200000,2.000000,ERA5,GloFAS v4 consolidated,38.700000,55.100000,2.932551,69.061584,94.428152,17.155425,0,hanwella,Colombo
2016-05-03,4.500000,29.145833,83.416667,10.600000,1008.937500,32.700000,2.060000,ERA5,GloFAS v4 consolidated,15.600000,52.200000,3.519062,32.991202,86.217009,12.316716,0,hanwella,Colombo
2016-05-04,3.200000,28.937500,83.291667,11.600000,1008.950000,33.300000,2.000000,ERA5,GloFAS v4 consolidated,12.700000,50.400000,2.932551,26.246334,95.894428,17.155425,1,hanwella,Colombo
2016-05-05,8.200000,29.041667,83.166667,10.500000,1009.345833,33.600000,2.060000,ERA5,GloFAS v4 consolidated,15.900000,55.100000,3.519062,34.750733,98.680352,11.730205,1,hanwella,Colombo
2016-05-06,3.000000,28.583333,84.875000,8.900000,1009.029167,32.000000,2.250000,ERA5,GloFAS v4 consolidated,14.400000,57.600000,4.252199,30.058651,68.035191,5.131965,0,hanwella,Colombo
2016-05-07,1.100000,28.429167,84.791667,9.500000,1009.262500,32.100000,2.310000,ERA5,GloFAS v4 consolidated,12.300000,31.100000,4.838710,25.513196,71.260997,9.090909,0,hanwella,Colombo
2016-05-08,10.700000,28.120833,86.333333,9.000000,1009.583333,33.300000,2.310000,ERA5,GloFAS v4 consolidated,14.800000,35.700000,4.838710,30.938416,95.894428,6.158358,1,hanwella,Colombo
2016-05-09,8.800000,27.787500,87.208333,9.700000,1008.933333,32.400000,2.620000,ERA5,GloFAS v4 consolidated,20.600000,39.500000,11.730205,46.041056,78.299120,9.677419,0,hanwella,Colombo
2016-05-10,28.000000,27.250000,88.125000,7.700000,1009.154167,32.300000,4.130000,ERA5,GloFAS v4 consolidated,47.500000,63.000000,30.205279,77.712610,76.099707,1.319648,0,hanwella,Colombo
2016-05-11,21.700000,27.083333,90.041667,7.700000,1008.783333,31.000000,4.940000,ERA5,GloFAS v4 consolidated,58.500000,81.500000,39.149560,86.950147,38.709677,1.319648,0,hanwella,Colombo
2016-05-12,19.200000,27.054167,90.000000,8.300000,1007.645833,30.000000,5.280000,ERA5,GloFAS v4 consolidated,68.900000,92.500000,41.788856,90.469208,18.914956,2.785924,0,hanwella,Colombo
2016-05-13,38.100000,27.441667,88.541667,12.600000,1007.387500,31.700000,13.930000,ERA5,GloFAS v4 consolidated,79.000000,127.600000,86.950147,92.521994,57.917889,22.434018,0,hanwella,Colombo
2016-05-14,55.600000,27.166667,92.000000,9.200000,1008.129167,29.700000,19.230000,ERA5,GloFAS v4 consolidated,112.900000,182.100000,93.108504,97.800587,14.809384,7.184751,1,hanwella,Colombo
